image_id,species,breed,age,sex,class,group,weight,shoulder_height,chest_size,BCS,neck_size,back_length,exercise,food_count,food_amount,snack_amount
cat_aug_7745,20,cat_ETC,1.2,SF,LH,SL,5.1,27.4,36.4,4,28.1,47.9,3,2,0.76,20.0
cat_aug_7746,20,cat_ETC,3.5,CM,SH,SL,5.4,13.5,32.5,3,17.4,24.3,1,4,0.98,0.0
cat_aug_7747,20,cat_KOR,2.2,SF,LH,MS,2.3,23.4,27.9,4,16.0,24.9,3,2,0.54,11.8
cat_aug_7748,20,cat_ETC,4.0,SF,LH,SS,4.5,16.0,33.6,5,29.0,30.7,3,4,0.55,7.9
cat_aug_7749,20,cat_RUS,2.7,CM,SH,SL,4.6,13.7,38.2,4,20.2,32.6,3,2,0.82,20.0
cat_aug_7750,20,cat_ETC,0.0,SF,LH,MS,2.9,28.2,30.9,4,28.0,43.4,3,2,0.5,19.9
cat_aug_7751,20,cat_PER,6.0,SF,LH,ML,2.5,32.3,29.3,7,23.5,37.2,3,4,1.09,20.0
cat_aug_7752,20,cat_ETC,4.4,SF,LH,SL,2.6,19.3,30.3,6,20.8,25.9,3,2,0.69,16.9
cat_aug_7753,20,cat_TUR,5.1,SF,SH,SL,6.4,18.1,36.6,5,18.7,39.6,3,2,0.74,14.0
cat_aug_7754,20,cat_ETC,4.2,SF,SH,ML,2.7,17.8,35.8,4,22.9,32.6,3,2,0.53,20.0
cat_aug_7755,20,cat_KOR,7.6,SF,SH,ML,3.1,23.5,30.1,4,17.8,25.0,1,4,0.74,8.0
cat_aug_7756,20,cat_ETC,3.3,SF,SH,SS,5.2,22.0,35.1,4,28.8,31.7,2,4,0.82,3.0
cat_aug_7757,20,cat_KOR,4.5,SF,SH,SS,3.1,24.6,30.9,4,24.9,35.8,3,4,1.14,20.0
cat_aug_7758,20,cat_ETC,6.1,CM,LH,SS,4.0,17.6,29.1,4,22.2,26.8,2,4,0.6,11.8
cat_aug_7759,20,cat_KOR,6.3,CM,SH,SS,4.5,31.7,38.1,5,29.3,32.9,3,4,0.87,16.3
cat_aug_7760,20,cat_KOR,2.4,SF,LH,SS,3.5,25.8,34.2,5,22.1,33.5,2,4,0.68,9.8
cat_aug_7761,20,cat_ETC,2.3,SF,SH,MS,3.0,41.5,27.8,4,25.8,33.0,3,2,0.53,20.0
cat_aug_7762,20,cat_ETC,1.7,SF,SH,SL,3.9,19.1,31.8,4,16.6,25.4,3,4,0.74,1.7
cat_aug_7763,20,cat_PER,5.8,SF,LH,SL,3.4,13.2,30.7,6,18.4,23.1,3,2,0.53,0.2
cat_aug_7764,20,cat_RUS,0.3,SF,LH,SL,2.5,20.5,25.9,4,19.3,27.8,3,2,0.52,17.4
cat_aug_7765,20,cat_SIA,4.7,SF,LH,SL,2.8,17.4,29.2,3,16.2,30.5,1,2,0.58,0.1
cat_aug_7766,20,cat_PER,4.6,CM,SH,SL,5.0,34.2,39.2,7,24.2,39.6,3,2,0.86,15.6
cat_aug_7767,20,cat_KOR,2.7,SF,SH,ML,3.0,28.1,37.7,4,26.4,40.7,3,2,0.52,20.0
cat_aug_7768,20,cat_ETC,0.0,SF,LH,ML,2.8,29.7,30.1,4,23.7,43.2,3,2,0.62,19.4
cat_aug_7769,20,cat_RUS,4.5,IF,SH,SS,3.1,24.0,31.5,4,19.7,29.4,2,2,0.81,20.0
cat_aug_7770,20,cat_KOR,2.6,CM,LH,SL,3.3,25.9,31.6,6,16.4,38.6,2,2,0.54,0.4
cat_aug_7771,20,cat_KOR,7.9,SF,LH,SL,3.5,41.7,36.5,4,27.9,31.1,3,2,0.57,20.0
cat_aug_7772,20,cat_ETC,4.6,CM,SH,ML,3.4,22.8,41.4,2,25.1,33.4,3,2,0.64,17.4
cat_aug_7773,20,cat_ETC,5.4,SF,UK,ML,6.2,33.6,48.4,4,26.6,41.2,2,2,1.82,19.4
cat_aug_7774,20,cat_ETC,6.8,SF,LH,ML,4.0,21.8,36.2,2,25.0,27.9,2,2,1.33,3.5
cat_aug_7775,20,cat_PER,3.4,SF,LH,SL,2.1,18.2,29.8,4,19.3,28.0,3,2,0.51,17.3
cat_aug_7776,20,cat_ETC,5.7,SF,LH,ML,3.5,37.0,30.3,4,25.7,32.2,3,4,1.1,20.0
cat_aug_7777,20,cat_ETC,5.0,SF,UK,ML,3.3,23.5,33.0,7,19.0,30.6,2,2,0.75,20.0
cat_aug_7778,20,cat_ETC,3.0,SF,LH,SS,5.2,25.3,42.9,4,25.1,46.5,3,2,0.7,20.0
cat_aug_7779,20,cat_ETC,0.4,SF,LH,SL,2.5,24.1,30.8,4,30.1,26.7,3,2,0.5,20.0
cat_aug_7780,20,cat_ETC,9.8,IF,LH,ML,5.3,23.3,35.2,4,27.7,36.0,3,2,0.54,20.0
cat_aug_7781,20,cat_ETC,8.9,IM,LH,SL,3.1,26.1,34.8,2,19.1,35.9,1,4,0.59,1.8
cat_aug_7782,20,cat_ETC,1.4,SF,LH,ML,3.9,30.4,37.7,4,29.5,43.8,3,2,0.57,20.0
cat_aug_7783,20,cat_KOR,3.3,IM,LH,SL,2.8,22.6,31.9,4,18.1,28.3,2,2,0.6,20.0
cat_aug_7784,20,cat_KOR,0.6,SF,LH,SS,3.3,18.1,31.2,4,21.7,30.8,3,4,0.63,20.0
cat_aug_7785,20,cat_PER,11.5,CM,SH,SL,4.3,25.4,41.9,2,23.4,30.5,3,4,1.65,16.7
cat_aug_7786,20,cat_KOR,4.7,SF,UK,ML,5.7,23.9,42.3,5,23.6,31.1,3,2,0.55,3.0
cat_aug_7787,20,cat_SIA,2.1,SF,LH,SL,3.4,49.1,32.4,4,28.6,45.9,3,2,1.65,20.0
cat_aug_7788,20,cat_SCO,2.1,SF,LH,SL,2.6,28.5,33.0,4,23.5,34.6,3,2,0.5,2.0
cat_aug_7789,20,cat_KOR,1.7,SF,UK,SS,4.7,16.1,29.8,4,23.2,29.6,3,2,0.64,20.0
cat_aug_7790,20,cat_SCO,7.7,SF,SH,SL,3.1,21.4,31.0,5,19.9,31.4,1,4,0.82,20.0
cat_aug_7791,20,cat_SCO,5.2,CM,LH,SL,3.9,29.8,34.7,5,21.8,39.8,2,4,1.08,20.0
cat_aug_7792,20,cat_SIA,8.0,SF,LH,SL,3.2,17.1,31.7,5,23.8,28.6,2,2,0.64,7.8
cat_aug_7793,20,cat_ETC,3.5,IM,LH,ML,2.5,20.7,25.8,4,17.9,26.1,3,2,0.59,20.0
cat_aug_7794,20,cat_KOR,6.1,CM,LH,SL,3.9,26.3,30.8,4,27.0,33.7,3,2,1.16,20.0
cat_aug_7795,20,cat_KOR,3.2,IF,UK,SL,6.4,27.0,45.0,6,25.0,32.6,1,4,1.0,0.1
cat_aug_7796,20,cat_KOR,3.5,SF,LH,SS,3.4,28.8,37.5,4,26.3,34.6,3,2,0.63,17.2
cat_aug_7797,20,cat_PER,3.4,SF,LH,SL,2.4,32.1,26.9,6,21.1,32.5,3,2,0.79,14.4
cat_aug_7798,20,cat_KOR,6.5,SF,SH,MS,5.8,25.3,44.4,6,28.7,41.1,3,2,0.8,10.5
cat_aug_7799,20,cat_SIA,6.3,IM,SH,SL,3.8,31.0,37.9,4,28.9,30.6,3,2,1.03,19.5
cat_aug_7800,20,cat_KOR,2.2,CM,LH,SL,3.3,23.3,37.6,5,22.2,31.3,3,2,0.52,0.0
cat_aug_7801,20,cat_PER,8.8,CM,UK,ML,6.3,29.7,51.0,4,24.5,39.5,3,2,1.48,20.0
cat_aug_7802,20,cat_PER,2.4,SF,UK,SL,5.2,33.6,38.4,5,25.2,41.4,3,2,0.58,20.0
cat_aug_7803,20,cat_ETC,2.7,SF,LH,SS,5.2,26.6,46.7,4,30.4,35.6,3,2,0.7,19.9
cat_aug_7804,20,cat_TUR,2.8,CM,LH,SL,3.8,19.0,34.2,4,26.1,28.7,3,4,0.54,8.7
cat_aug_7805,20,cat_KOR,3.7,SF,LH,MS,3.6,20.5,30.5,4,24.3,31.8,3,2,0.56,19.9
cat_aug_7806,20,cat_SIA,2.4,SF,LH,SL,4.6,40.2,42.1,4,35.1,42.6,3,2,0.87,20.0
cat_aug_7807,20,cat_ETC,2.4,SF,LH,MS,2.1,13.0,26.7,4,16.0,20.4,3,2,0.55,19.8
cat_aug_7808,20,cat_ETC,4.7,SF,UK,ML,3.5,36.5,39.0,4,29.3,40.4,3,2,0.54,17.6
cat_aug_7809,20,cat_KOR,7.0,SF,LH,MS,3.8,23.9,37.0,6,18.2,39.2,1,4,0.71,16.2
cat_aug_7810,20,cat_KOR,1.5,SF,LH,ML,4.0,16.7,32.8,4,27.8,28.7,3,2,0.63,3.0
cat_aug_7811,20,cat_TUR,5.8,CM,SH,MS,7.1,24.2,39.4,5,24.7,22.9,1,3,1.57,0.9
cat_aug_7812,20,cat_ETC,7.9,CM,UK,SS,6.6,25.1,42.0,5,20.1,41.8,1,4,2.66,19.4
cat_aug_7813,20,cat_ETC,3.1,CM,LH,SL,6.1,23.5,34.8,2,21.0,48.0,3,2,0.55,20.0
cat_aug_7814,20,cat_PER,0.3,SF,LH,SL,2.8,19.7,33.7,4,20.1,25.2,3,2,0.56,9.2
cat_aug_7815,20,cat_ETC,2.8,SF,LH,ML,3.4,37.3,32.4,4,28.9,31.9,3,2,0.59,20.0
cat_aug_7816,20,cat_PER,4.6,CM,LH,SL,3.0,17.3,37.0,6,24.8,26.7,1,4,0.53,0.0
cat_aug_7817,20,cat_ETC,2.0,SF,SH,SL,3.3,17.4,31.9,4,19.9,39.4,3,2,0.65,18.7
cat_aug_7818,20,cat_ETC,8.8,SF,SH,SL,2.7,15.0,29.2,4,19.4,22.9,3,2,0.73,20.0
cat_aug_7819,20,cat_ETC,4.5,SF,LH,SS,3.4,26.3,36.0,4,18.0,28.9,2,4,2.0,20.0
cat_aug_7820,20,cat_KOR,7.3,SF,LH,SL,2.9,21.0,33.4,4,24.2,21.6,2,2,0.51,11.7
cat_aug_7821,20,cat_SIA,0.0,SF,LH,ML,4.1,26.9,31.4,4,23.6,42.3,3,2,0.59,15.7
cat_aug_7822,20,cat_RUS,7.3,SF,LH,ML,3.5,26.7,34.2,7,18.7,28.2,3,4,1.02,5.0
cat_aug_7823,20,cat_SIA,2.1,CM,LH,SL,2.2,20.5,25.2,5,16.0,22.4,3,2,0.64,5.6
cat_aug_7824,20,cat_TUR,3.8,SF,LH,SL,3.0,15.2,28.1,5,16.0,26.0,1,2,0.8,9.2
cat_aug_7825,20,cat_KOR,2.3,SF,LH,MS,3.4,31.2,28.8,5,19.1,46.1,2,2,0.66,19.7
cat_aug_7826,20,cat_ETC,5.1,SF,LH,SL,2.5,25.3,32.3,4,25.4,24.9,3,2,0.6,20.0
cat_aug_7827,20,cat_ETC,8.1,SF,SH,SL,2.8,13.0,28.2,2,16.0,24.1,3,2,0.63,0.1
cat_aug_7828,20,cat_ETC,4.2,SF,LH,SL,3.5,19.1,38.5,4,19.1,31.0,3,2,0.63,20.0
cat_aug_7829,20,cat_ETC,2.2,SF,LH,SS,3.2,24.8,30.2,4,21.4,34.2,3,4,0.53,20.0
cat_aug_7830,20,cat_SIA,6.1,IF,SH,ML,3.2,14.8,29.8,4,17.6,22.4,3,2,0.83,16.2
cat_aug_7831,20,cat_SIA,0.8,SF,LH,MS,3.2,18.3,38.9,4,25.1,46.3,3,2,0.57,15.5
cat_aug_7832,20,cat_KOR,9.8,SF,LH,SL,2.6,33.2,34.0,4,20.6,31.0,2,2,1.26,19.1
cat_aug_7833,20,cat_ETC,4.3,SF,LH,SL,2.8,19.4,33.6,4,20.9,24.2,3,2,0.92,20.0
cat_aug_7834,20,cat_ETC,4.1,IM,LH,ML,2.5,13.0,26.6,5,17.3,25.3,3,2,0.82,19.8
cat_aug_7835,20,cat_PER,4.1,IM,LH,SL,2.8,21.4,36.0,4,26.5,33.4,3,2,0.53,6.4
cat_aug_7836,20,cat_KOR,3.0,SF,LH,SL,3.0,19.8,30.7,4,25.3,25.2,3,2,0.52,17.4
cat_aug_7837,20,cat_TUR,2.5,IM,SH,SS,4.0,14.9,34.3,4,22.8,33.3,3,2,0.83,19.2
cat_aug_7838,20,cat_ETC,1.3,CM,SH,ML,2.3,17.4,25.0,4,16.6,28.4,3,2,0.93,19.7
cat_aug_7839,20,cat_ETC,9.1,SF,LH,SL,2.3,19.9,30.1,4,23.2,23.1,3,4,0.61,18.8
cat_aug_7840,20,cat_TUR,3.4,SF,LH,SL,2.6,21.1,30.1,3,16.8,27.4,1,4,0.61,0.0
cat_aug_7841,20,cat_KOR,8.2,CM,UK,ML,5.8,25.1,42.7,4,19.0,34.7,3,4,1.0,19.4
cat_aug_7842,20,cat_ETC,3.3,IM,SH,SL,4.7,20.3,38.6,4,24.3,32.1,3,2,0.87,15.6
cat_aug_7843,20,cat_SCO,2.3,CM,LH,ML,3.4,43.5,30.7,4,29.6,39.4,2,2,2.56,20.0
cat_aug_7844,20,cat_TUR,4.0,CM,LH,SL,6.3,15.5,39.8,9,21.7,27.7,2,4,1.22,4.8
cat_aug_7845,20,cat_KOR,1.5,CM,UK,MS,4.5,14.7,36.6,5,22.4,26.9,3,2,1.67,20.0
cat_aug_7846,20,cat_ETC,1.9,CM,SH,SL,4.8,35.6,41.4,4,27.3,44.7,3,2,0.54,20.0
cat_aug_7847,20,cat_KOR,9.2,CM,LH,SL,7.0,43.0,53.9,6,29.6,43.1,2,4,0.86,19.9
cat_aug_7848,20,cat_ETC,5.3,SF,LH,ML,3.6,24.0,30.2,4,25.3,41.2,2,2,0.87,20.0
cat_aug_7849,20,cat_PER,6.5,SF,SH,SL,3.4,25.4,34.0,4,23.5,26.2,3,2,0.58,20.0
cat_aug_7850,20,cat_KOR,2.2,CM,LH,SL,6.4,49.5,45.9,4,37.7,51.8,3,4,0.83,20.0
cat_aug_7851,20,cat_ETC,7.8,CM,UK,SS,3.4,29.2,37.2,3,21.1,25.2,3,4,1.18,20.0
cat_aug_7852,20,cat_ETC,5.1,SF,LH,SS,3.0,22.8,38.7,4,25.3,29.6,3,2,0.52,19.5
cat_aug_7853,20,cat_ETC,2.2,IF,SH,ML,3.9,23.3,33.6,4,26.9,34.2,3,2,0.55,20.0
cat_aug_7854,20,cat_ETC,3.7,CM,LH,SL,3.3,47.5,36.1,4,30.5,44.3,3,2,1.58,20.0
cat_aug_7855,20,cat_SIA,4.7,CM,LH,SL,5.6,23.1,37.3,4,17.0,27.8,1,4,2.05,4.7
cat_aug_7856,20,cat_PER,7.4,SF,LH,ML,4.9,17.2,34.1,7,16.9,25.4,2,4,1.15,9.2
cat_aug_7857,20,cat_KOR,4.8,IM,LH,SS,3.2,31.8,29.5,5,21.4,31.3,3,2,1.65,20.0
cat_aug_7858,20,cat_KOR,7.1,SF,LH,SS,4.5,23.7,39.6,4,20.8,36.1,2,2,0.6,17.9
cat_aug_7859,20,cat_PER,0.7,IM,LH,SL,2.7,16.9,36.1,5,19.6,32.5,3,4,0.53,0.2
cat_aug_7860,20,cat_KOR,6.1,SF,LH,SL,2.5,14.8,27.5,7,18.8,24.9,1,2,1.07,16.7
cat_aug_7861,20,cat_ETC,2.3,SF,LH,ML,5.2,30.2,38.0,4,27.8,46.1,3,4,1.47,17.9
cat_aug_7862,20,cat_KOR,4.0,CM,UK,SS,7.7,30.7,55.6,5,27.2,63.2,3,2,1.13,20.0
cat_aug_7863,20,cat_ETC,1.0,CM,LH,SL,4.0,28.3,38.2,4,22.1,32.8,3,2,0.68,10.5
cat_aug_7864,20,cat_RUS,7.5,SF,LH,ML,2.8,16.4,27.1,4,18.5,32.0,3,2,0.89,20.0
cat_aug_7865,20,cat_ETC,3.6,CM,SH,SS,3.0,22.3,30.2,4,27.4,29.9,3,2,0.78,20.0
cat_aug_7866,20,cat_TUR,6.1,SF,UK,SL,4.1,27.9,38.1,4,28.3,38.0,3,2,0.51,19.7
cat_aug_7867,20,cat_RUS,3.0,SF,LH,ML,2.7,20.0,27.6,4,21.5,29.3,3,2,0.69,20.0
cat_aug_7868,20,cat_ETC,1.3,CM,UK,SS,7.2,22.9,37.2,5,32.4,38.5,3,2,0.86,20.0
cat_aug_7869,20,cat_SCO,2.2,CM,LH,SL,5.2,20.3,44.8,4,31.7,31.9,3,2,1.19,11.1
cat_aug_7870,20,cat_ETC,10.9,CM,SH,SS,4.0,32.2,33.6,4,29.8,28.3,3,4,0.62,20.0
cat_aug_7871,20,cat_ETC,3.4,SF,LH,SL,4.7,34.1,37.8,4,26.2,55.0,3,2,1.44,20.0
cat_aug_7872,20,cat_ETC,5.7,CM,LH,SL,5.4,22.6,33.5,5,24.9,30.2,2,4,0.55,0.1
cat_aug_7873,20,cat_ETC,2.1,IM,LH,MS,3.0,15.7,35.2,5,19.8,30.1,3,2,1.0,19.9
cat_aug_7874,20,cat_ETC,0.9,SF,SH,ML,5.6,33.9,44.5,4,26.9,36.2,3,4,0.56,19.8
cat_aug_7875,20,cat_KOR,4.9,SF,UK,ML,3.6,17.5,30.1,6,17.1,30.0,3,2,0.51,17.9
cat_aug_7876,20,cat_ETC,5.7,SF,LH,SL,4.0,25.3,32.2,4,21.0,31.2,3,2,0.56,13.5
cat_aug_7877,20,cat_KOR,11.0,SF,LH,ML,4.4,23.3,39.1,4,24.6,30.1,2,4,0.76,20.0
cat_aug_7878,20,cat_TUR,2.9,IM,LH,SL,2.0,15.9,25.0,4,25.6,24.2,3,2,0.54,20.0
cat_aug_7879,20,cat_PER,4.3,SF,SH,ML,4.6,26.9,36.7,4,20.2,31.7,2,2,1.02,14.8
cat_aug_7880,20,cat_KOR,2.0,SF,SH,SS,6.7,23.5,40.1,6,23.3,32.3,1,4,0.59,0.0
cat_aug_7881,20,cat_ETC,5.2,SF,SH,ML,2.8,19.5,30.7,4,21.8,25.1,3,2,1.34,20.0
cat_aug_7882,20,cat_ETC,3.2,SF,SH,SL,3.1,17.7,29.5,5,18.7,22.3,2,4,0.84,13.8
cat_aug_7883,20,cat_KOR,7.1,CM,SH,SL,6.6,31.0,48.3,7,27.6,37.5,1,4,1.05,8.3
cat_aug_7884,20,cat_PER,5.9,IM,LH,MS,3.0,16.6,30.9,4,20.1,31.9,3,4,1.12,20.0
cat_aug_7885,20,cat_ETC,3.3,SF,SH,ML,5.0,22.6,37.9,4,26.7,29.9,3,2,1.18,20.0
cat_aug_7886,20,cat_PER,5.2,CM,UK,SL,7.7,30.2,43.5,7,29.6,31.8,3,2,0.79,10.2
cat_aug_7887,20,cat_ETC,2.2,SF,LH,ML,2.8,16.6,34.9,4,23.4,22.8,3,2,0.5,1.5
cat_aug_7888,20,cat_ETC,4.1,SF,LH,MS,3.0,24.1,27.3,4,18.9,35.5,2,2,0.68,19.6
cat_aug_7889,20,cat_ETC,11.6,SF,SH,SS,2.7,38.8,26.9,4,20.5,52.4,2,2,0.6,20.0
cat_aug_7890,20,cat_SIA,5.6,SF,LH,SL,3.7,32.0,30.8,4,27.3,45.4,3,2,0.83,20.0
cat_aug_7891,20,cat_KOR,3.0,CM,UK,ML,5.6,31.5,36.6,4,28.3,44.7,3,2,0.75,20.0
cat_aug_7892,20,cat_ETC,3.8,SF,UK,ML,3.7,23.1,32.9,5,25.6,27.1,3,2,0.51,5.1
cat_aug_7893,20,cat_ETC,8.4,SF,LH,ML,4.4,20.1,44.4,2,24.4,50.5,2,4,1.05,2.2
cat_aug_7894,20,cat_ETC,5.7,SF,LH,SL,2.8,16.4,29.5,6,17.1,28.3,2,2,1.06,1.4
cat_aug_7895,20,cat_ETC,1.7,CM,SH,SS,4.5,18.9,27.1,4,21.3,39.1,3,2,0.83,19.6
cat_aug_7896,20,cat_ETC,2.7,SF,LH,SL,3.0,24.0,29.5,4,17.9,37.1,3,2,0.86,20.0
cat_aug_7897,20,cat_ETC,3.0,SF,UK,ML,3.7,19.6,35.4,4,24.9,26.7,2,2,0.54,20.0
cat_aug_7898,20,cat_ETC,4.1,IM,LH,ML,3.8,36.5,32.4,5,25.4,38.4,3,4,0.67,0.1
cat_aug_7899,20,cat_ETC,1.4,IM,LH,SL,4.2,19.0,32.3,4,21.3,26.5,2,2,0.76,17.0
cat_aug_7900,20,cat_KOR,6.3,IF,UK,SS,2.9,18.8,34.8,2,16.0,23.5,1,2,1.03,6.1
cat_aug_7901,20,cat_ETC,0.4,IM,LH,ML,5.6,37.1,42.0,4,31.0,47.4,1,2,0.69,14.8
cat_aug_7902,20,cat_SIA,2.0,SF,LH,SL,3.9,30.1,33.4,4,22.4,47.5,2,4,0.61,0.0
cat_aug_7903,20,cat_PER,6.7,SF,LH,SL,4.9,20.9,45.3,6,26.3,30.3,2,2,0.6,0.9
cat_aug_7904,20,cat_ETC,8.9,SF,SH,ML,3.0,14.5,35.3,3,16.0,26.5,2,4,0.97,5.0
cat_aug_7905,20,cat_ETC,5.5,SF,LH,ML,2.1,15.7,25.8,4,19.2,28.5,3,4,0.55,20.0
cat_aug_7906,20,cat_TUR,6.2,SF,LH,ML,2.9,22.9,29.0,4,20.9,32.5,3,4,0.7,20.0
cat_aug_7907,20,cat_ETC,1.0,SF,LH,SL,3.8,24.5,32.2,4,28.3,46.6,3,2,0.51,15.9
cat_aug_7908,20,cat_ETC,2.1,CM,UK,ML,5.3,39.4,43.2,4,30.2,55.0,3,2,0.81,20.0
cat_aug_7909,20,cat_ETC,7.5,SF,LH,SL,2.7,21.6,34.0,5,21.0,34.6,2,2,0.55,18.1
cat_aug_7910,20,cat_KOR,10.2,IM,SH,ML,5.7,19.8,39.8,2,22.9,24.9,1,4,0.75,0.5
cat_aug_7911,20,cat_KOR,5.6,IF,LH,ML,2.2,17.5,28.7,4,24.6,26.4,3,2,0.64,20.0
cat_aug_7912,20,cat_ETC,2.3,SF,UK,SS,6.1,24.4,37.4,4,23.6,38.4,3,2,0.51,19.9
cat_aug_7913,20,cat_KOR,5.4,SF,LH,MS,3.1,20.5,29.2,4,23.3,29.3,3,2,0.54,20.0
cat_aug_7914,20,cat_ETC,2.3,SF,UK,SS,3.0,26.2,36.7,4,29.3,34.0,3,2,0.53,19.7
cat_aug_7915,20,cat_KOR,3.2,SF,SH,SL,3.9,16.7,36.5,3,21.1,35.6,3,4,0.77,1.2
cat_aug_7916,20,cat_ETC,8.0,SF,LH,SL,4.5,49.4,35.2,4,18.5,37.8,1,2,1.22,14.4
cat_aug_7917,20,cat_SIA,3.4,CM,SH,ML,5.6,21.1,33.1,4,26.8,41.1,3,4,0.69,20.0
cat_aug_7918,20,cat_ETC,11.0,IM,UK,ML,7.0,28.6,42.9,9,24.2,34.4,1,4,1.19,0.4
cat_aug_7919,20,cat_ETC,5.9,CM,UK,SS,5.7,44.6,44.3,4,35.0,50.1,3,2,0.94,20.0
cat_aug_7920,20,cat_SIA,10.3,SF,LH,SL,5.5,15.6,38.7,2,19.6,33.5,3,4,1.09,13.7
cat_aug_7921,20,cat_ETC,9.6,SF,LH,MS,2.7,22.4,34.7,4,25.8,40.1,3,2,0.74,20.0
cat_aug_7922,20,cat_SIA,2.8,CM,LH,SL,2.0,15.5,25.9,4,20.3,23.7,2,2,0.58,17.1
cat_aug_7923,20,cat_PER,1.8,SF,LH,SL,2.7,19.0,26.0,4,16.0,33.6,3,4,0.98,20.0
cat_aug_7924,20,cat_PER,1.1,IM,LH,SL,3.5,33.5,33.0,4,26.2,39.0,3,2,0.52,5.2
cat_aug_7925,20,cat_ETC,3.5,CM,SH,ML,3.7,20.1,28.9,4,22.7,37.8,3,2,0.7,2.4
cat_aug_7926,20,cat_KOR,2.0,CM,LH,ML,6.6,22.3,40.3,4,27.3,47.7,3,2,0.83,19.1
cat_aug_7927,20,cat_TUR,3.6,CM,SH,SL,4.7,20.6,41.4,4,24.6,28.6,3,4,0.54,0.9
cat_aug_7928,20,cat_ETC,12.0,CM,SH,SS,3.3,20.0,31.9,3,18.2,35.3,2,2,0.88,20.0
cat_aug_7929,20,cat_KOR,1.7,CM,UK,SL,4.8,39.3,38.5,4,31.4,40.4,2,2,1.35,19.9
cat_aug_7930,20,cat_ETC,4.2,CM,SH,SS,4.4,25.8,36.6,4,28.8,36.5,2,2,0.82,19.6
cat_aug_7931,20,cat_ETC,2.3,SF,LH,SL,2.6,19.5,26.9,4,21.8,29.7,3,2,0.66,19.7
cat_aug_7932,20,cat_PER,8.2,CM,LH,SL,2.9,24.3,31.2,4,25.3,27.6,3,2,0.64,20.0
cat_aug_7933,20,cat_ETC,1.0,CM,LH,SL,3.1,16.0,29.4,4,17.6,27.3,3,2,1.02,19.7
cat_aug_7934,20,cat_KOR,7.2,CM,LH,MS,4.0,22.0,33.2,2,19.9,34.4,1,4,1.88,16.3
cat_aug_7935,20,cat_TUR,2.2,SF,SH,ML,3.2,19.0,31.7,4,18.0,29.5,3,2,0.6,20.0
cat_aug_7936,20,cat_ETC,3.3,IM,SH,SL,7.9,22.6,49.2,4,23.5,46.2,3,4,0.59,19.1
cat_aug_7937,20,cat_ETC,4.2,SF,SH,SS,4.6,20.7,36.8,5,29.7,31.8,3,2,0.64,19.6
cat_aug_7938,20,cat_KOR,3.6,IM,SH,SL,3.1,21.6,37.5,4,20.8,23.1,2,2,0.56,5.2
cat_aug_7939,20,cat_KOR,11.0,SF,LH,SL,3.8,25.8,37.2,3,21.7,32.7,3,4,0.62,18.4
cat_aug_7940,20,cat_SCO,1.4,IM,LH,SS,4.1,29.6,31.7,4,25.4,28.7,3,2,0.75,20.0
cat_aug_7941,20,cat_ETC,1.9,SF,LH,ML,6.7,58.2,52.5,4,35.2,59.0,3,2,0.64,20.0
cat_aug_7942,20,cat_ETC,4.2,CM,UK,MS,6.0,20.3,41.7,4,23.5,39.7,3,2,0.64,20.0
cat_aug_7943,20,cat_RUS,1.9,CM,LH,ML,4.4,25.3,33.1,5,21.7,27.8,1,2,1.22,0.0
cat_aug_7944,20,cat_ETC,0.5,CM,UK,ML,3.8,18.5,34.4,4,22.4,43.9,3,2,0.85,20.0
cat_aug_7945,20,cat_PER,2.1,CM,UK,MS,6.6,25.4,36.0,4,33.0,37.0,3,2,1.43,19.9
cat_aug_7946,20,cat_ETC,9.7,IM,UK,ML,5.8,29.2,36.3,5,21.8,37.0,2,4,0.86,19.9
cat_aug_7947,20,cat_ETC,1.9,IM,UK,SS,5.6,36.3,33.3,7,22.7,52.3,3,4,1.29,20.0
cat_aug_7948,20,cat_RUS,3.5,SF,LH,SL,4.7,34.1,40.4,4,27.2,30.1,1,4,1.14,0.4
cat_aug_7949,20,cat_ETC,5.0,SF,SH,SL,2.8,15.7,31.5,3,19.3,23.2,3,2,0.5,1.8
cat_aug_7950,20,cat_SIA,0.9,SF,LH,SL,3.2,22.8,30.8,4,31.1,45.4,3,2,0.56,20.0
cat_aug_7951,20,cat_KOR,5.3,IF,LH,SL,2.6,36.5,29.3,4,22.3,35.0,3,2,1.21,20.0
cat_aug_7952,20,cat_PER,1.4,SF,SH,ML,3.0,25.1,32.5,4,23.5,41.1,3,2,0.85,17.6
cat_aug_7953,20,cat_KOR,9.9,SF,LH,MS,6.4,49.3,49.8,5,27.1,41.0,2,4,1.52,17.4
cat_aug_7954,20,cat_KOR,3.0,CM,UK,SS,3.8,18.5,32.7,4,18.1,27.0,3,2,0.53,20.0
cat_aug_7955,20,cat_PER,3.9,CM,SH,ML,4.9,20.8,31.0,2,18.6,32.1,1,4,0.76,0.3
cat_aug_7956,20,cat_RUS,2.3,SF,LH,SL,2.5,22.3,30.5,5,23.6,27.5,3,2,0.69,19.6
cat_aug_7957,20,cat_ETC,3.7,SF,LH,SL,2.6,13.8,31.2,4,20.7,23.1,3,2,0.52,18.6
cat_aug_7958,20,cat_SIA,4.5,IF,LH,SL,4.0,25.2,38.2,5,22.1,35.1,2,2,0.56,0.2
